,index,cap-diameter,stem-height,stem-width,edible-poisonous_new,does-bruise-or-bleed_new,has-ring_new,cap-shape_new,gill-attachment_new,ring-type_new,habitat_new,cap-color_new,gill-color_new,stem-color_new,season_new
37600,37669,5.41,4.59,9.52,0,0,0,2,5,1,1,5,10,6,0
37601,37670,14.6,5.22,26.35,1,1,0,2,1,1,3,5,5,6,2
37602,37671,8.41,8.41,8.45,1,0,1,6,0,7,1,11,4,6,2
37603,37672,6.83,15.77,8.51,1,0,0,2,6,1,0,1,10,6,2
37604,37673,13.08,5.18,24.73,1,1,0,5,1,1,0,3,0,3,2
37605,37674,6.1,4.7,8.14,0,0,0,5,1,1,0,5,10,11,0
37606,37675,7.88,3.35,8.73,0,0,0,6,1,1,1,10,10,11,2
37607,37676,8.94,5.84,24.69,0,0,1,6,5,0,0,1,10,6,3
37608,37677,4.67,5.12,10.19,0,0,0,6,0,1,0,11,6,11,0
37609,37679,6.61,12.94,12.81,0,0,0,6,2,1,0,5,10,11,2
37610,37680,6.02,6.02,5.06,0,0,0,6,0,1,0,6,11,6,1
37611,37681,3.21,3.31,8.59,1,0,0,2,1,1,1,2,10,11,2
37612,37682,16.08,6.04,30.75,1,0,0,2,1,1,0,5,11,4,2
37613,37683,9.35,4.37,15.28,0,0,0,6,0,1,0,3,10,11,2
37614,37684,7.5,6.64,14.88,0,1,0,6,6,1,0,11,11,11,0
37615,37685,2.51,5.03,2.87,1,0,0,2,0,1,1,3,10,11,0
37616,37686,5.63,6.07,10.0,1,0,0,2,1,1,0,2,10,6,0
37617,37687,8.07,5.76,13.3,0,0,1,6,2,0,4,10,4,11,2
37618,37688,14.12,8.05,34.78,1,1,0,6,4,1,0,5,1,12,2
37619,37689,7.83,7.83,13.5,0,0,1,6,4,1,0,11,11,12,2
37620,37690,3.9,6.37,7.23,0,0,0,6,1,1,3,10,8,5,0
37621,37691,7.91,6.26,12.24,0,1,0,6,4,1,0,5,8,12,2
37622,37692,10.98,9.32,29.62,1,1,0,6,4,1,0,5,1,1,0
37623,37693,3.09,4.26,6.2,1,1,0,2,1,1,0,6,11,6,0
37624,37694,3.48,5.84,6.06,0,0,0,2,1,1,0,5,6,11,0
37625,37695,1.37,5.13,2.52,0,0,0,2,6,1,0,5,3,11,0
37626,37696,1.17,3.78,5.58,1,0,0,6,3,1,0,11,2,12,2
37627,37697,2.59,7.65,2.82,1,0,0,6,0,1,0,1,10,6,2
37628,37698,1.13,4.82,2.41,0,0,0,6,5,1,0,5,4,11,3
37629,37699,6.74,6.14,12.53,0,0,0,5,1,1,4,0,0,11,3
37630,37700,5.9,6.07,7.81,1,1,0,6,1,1,0,1,5,1,0
37631,37701,5.62,0.0,0.0,1,0,0,3,6,1,0,5,10,2,0
37632,37702,1.01,6.25,1.01,0,1,0,2,0,1,0,1,10,6,2
37633,37703,7.89,3.66,12.12,1,1,1,5,1,1,0,6,6,11,2
37634,37704,3.07,5.09,25.7,1,0,1,3,3,1,5,10,2,11,0
37635,37705,4.5,6.13,6.55,0,0,0,2,4,1,0,5,5,11,0
37636,37706,12.61,7.4,16.97,1,1,0,5,1,1,2,8,5,6,2
37637,37707,7.99,6.65,17.58,1,0,0,6,6,1,0,1,10,11,0
37638,37708,12.74,7.03,52.43,0,0,0,6,4,1,0,5,11,6,2
37639,37709,4.42,8.12,7.99,0,0,1,6,6,1,0,5,10,11,0
37640,37710,4.91,8.33,9.36,0,0,1,6,6,1,1,10,10,11,2
37641,37711,5.62,4.75,7.39,0,0,0,5,1,1,3,5,10,11,2
37642,37712,8.0,11.4,17.22,1,0,1,2,2,2,0,8,10,11,0
37643,37713,8.65,8.7,15.35,0,1,1,6,2,5,3,5,7,11,0
37644,37714,6.95,6.16,16.42,1,1,0,6,5,1,0,5,10,6,2
37645,37715,9.36,11.03,11.58,1,0,1,6,0,1,0,11,5,12,0
37646,37716,5.14,3.75,9.13,0,0,0,2,5,1,0,2,10,3,0
37647,37717,4.57,8.34,4.3,1,0,0,6,6,1,3,5,7,6,0
37648,37718,11.34,9.27,28.34,1,1,0,6,4,1,0,5,11,12,0
37649,37719,7.57,4.33,11.82,0,0,0,6,4,1,2,5,11,6,2
37650,37720,4.06,5.56,3.51,1,0,1,6,0,6,2,11,10,12,0
37651,37721,6.19,4.29,9.33,0,0,0,0,5,1,0,3,10,3,0
37652,37722,17.19,7.65,27.18,1,1,0,2,1,1,0,10,5,11,0
37653,37723,1.74,4.5,1.67,1,0,0,0,0,1,0,5,3,3,2
37654,37724,8.84,11.08,11.62,1,0,0,2,6,1,0,10,10,11,2
37655,37725,2.86,6.63,2.97,0,0,0,0,1,1,0,5,5,11,2
37656,37726,2.56,4.94,3.94,0,0,0,6,4,1,0,0,9,11,2
37657,37727,12.36,5.86,27.37,0,1,0,5,1,1,0,10,11,11,0
37658,37728,4.38,6.04,6.51,0,0,0,6,6,1,0,5,4,11,2
37659,37729,6.74,7.12,10.34,0,0,0,2,6,1,3,5,10,6,3
37660,37730,5.06,4.97,18.71,0,0,0,1,3,1,0,2,2,6,1
37661,37731,18.08,16.61,71.4,0,0,0,6,4,1,0,5,11,6,0
37662,37732,3.73,5.06,4.7,1,0,0,2,6,1,0,5,11,12,0
37663,37733,17.18,11.0,17.28,0,1,1,6,2,1,1,5,10,11,0
37664,37734,6.1,6.51,7.58,1,0,0,0,2,1,1,3,4,7,0
37665,37735,9.08,10.82,14.54,1,0,1,6,6,5,0,8,10,11,2
37666,37736,4.57,6.77,4.11,0,0,0,2,6,1,0,11,9,11,0
37667,37737,3.21,4.76,6.55,1,0,0,6,4,1,0,1,1,1,0
37668,37738,2.54,4.8,5.12,1,0,0,2,0,1,0,8,11,9,2
37669,37739,10.48,8.88,16.83,0,1,1,6,2,3,3,5,7,11,0
37670,37740,1.12,3.24,1.46,0,0,0,4,0,1,0,10,3,11,1
37671,37741,19.62,29.51,20.85,0,0,1,4,1,4,0,10,10,6,0
37672,37742,0.84,2.65,2.35,1,0,1,0,4,1,1,5,3,6,0
37673,37743,15.02,16.27,16.81,1,0,1,6,2,2,0,6,10,11,0
37674,37744,17.26,4.91,24.52,1,1,0,6,1,1,0,5,5,6,0
37675,37745,2.61,6.38,4.91,0,0,0,6,2,1,0,9,9,11,2
37676,37746,8.64,13.15,13.31,1,0,1,0,2,3,0,10,10,11,2
37677,37747,7.96,12.37,11.17,0,0,1,4,2,0,6,10,4,11,3
37678,37748,4.0,5.34,6.49,1,0,1,6,0,7,0,5,5,7,3
37679,37749,3.9,4.07,5.99,1,0,1,6,0,7,0,5,5,6,0
37680,37750,10.73,9.65,27.54,1,1,0,6,4,1,0,11,6,10,2
37681,37751,16.12,8.2,30.59,1,1,0,5,1,1,0,10,5,11,3
37682,37752,8.35,3.44,17.87,0,0,0,5,1,1,0,5,10,6,0
37683,37753,6.56,3.47,20.69,0,0,0,3,4,1,0,5,10,6,0
37684,37754,10.54,8.3,26.79,1,1,0,6,4,1,0,11,1,1,0
37685,37755,3.31,3.85,2.83,0,0,0,2,0,1,0,2,3,3,3
37686,37756,7.63,4.81,11.31,1,1,1,5,1,1,0,8,6,11,0
37687,37757,6.21,5.38,12.67,1,0,0,6,5,1,0,11,11,12,0
37688,37758,1.69,5.08,1.54,0,0,0,6,0,1,1,11,10,12,0
37689,37759,3.49,4.01,2.66,0,0,0,0,6,1,1,10,10,12,2
37690,37760,6.79,4.02,9.34,1,0,0,2,5,1,0,7,7,8,3
37691,37761,2.94,6.21,3.02,0,0,0,0,0,1,0,5,5,11,3
37692,37762,5.05,5.98,6.32,1,1,0,5,1,1,0,5,0,6,0
37693,37763,8.21,10.16,14.32,1,0,0,6,0,1,2,5,5,6,0
37694,37764,1.52,3.93,1.35,1,0,0,0,0,1,2,5,5,6,0
37695,37765,8.38,4.5,11.98,1,1,1,5,1,1,0,11,6,11,0
37696,37766,3.52,4.5,6.94,1,1,0,5,1,1,0,5,5,6,0
37697,37767,6.46,11.16,13.23,1,0,1,4,4,7,0,5,10,11,3
37698,37768,0.83,2.85,1.44,1,0,0,6,0,1,3,10,10,1,0
37699,37769,0.71,2.42,1.18,1,0,0,6,0,1,0,10,10,1,2
37700,37770,2.89,3.55,3.39,1,0,0,2,0,1,5,9,10,10,0
37701,37771,4.13,5.12,6.84,0,0,0,6,0,1,4,6,6,7,3
37702,37772,1.89,5.9,2.4,1,0,1,4,0,0,4,5,5,12,1
37703,37773,1.42,4.65,2.26,1,0,0,6,6,1,1,5,5,6,2
37704,37774,9.32,8.25,17.7,0,1,1,6,4,5,0,5,11,6,2
37705,37775,6.37,6.62,6.83,1,0,1,2,1,1,0,5,5,6,2
37706,37776,5.49,8.37,10.26,0,0,1,6,6,1,0,10,5,6,2
37707,37777,2.09,4.79,2.48,1,0,0,6,0,1,1,4,7,11,2
37708,37778,1.41,4.49,1.53,1,0,0,0,0,1,1,5,5,6,0
37709,37779,15.85,6.15,36.68,1,0,0,5,1,1,0,5,11,6,2
37710,37780,3.32,5.45,6.28,0,0,0,6,1,1,0,5,6,7,0
37711,37781,5.82,5.47,10.49,0,0,0,2,5,1,0,2,3,3,2
37712,37782,2.94,7.11,3.74,1,0,0,2,6,1,3,5,7,8,0
37713,37783,1.45,6.05,1.93,0,0,0,6,1,1,1,5,10,12,2
37714,37784,3.39,4.6,3.48,1,0,0,0,6,1,4,5,7,6,2
37715,37785,9.33,7.84,12.52,0,0,0,6,4,1,1,5,11,6,0
37716,37786,5.22,5.72,11.14,0,0,0,2,5,1,0,3,10,3,0
37717,37787,6.72,6.13,13.94,1,0,0,5,6,1,0,11,11,12,0
37718,37788,2.94,5.02,6.26,1,0,0,0,0,1,1,8,11,9,2
37719,37789,7.52,6.61,17.32,1,0,0,6,6,1,0,1,10,11,2
37720,37790,4.17,5.78,6.92,0,0,0,6,1,1,3,4,8,11,0
37721,37791,7.1,5.85,14.22,1,0,0,2,5,1,0,1,11,10,0
37722,37792,6.54,4.27,7.19,0,0,0,5,1,1,3,5,10,11,2
37723,37793,6.39,5.44,9.94,0,0,0,6,2,1,0,5,7,6,2
37724,37794,13.25,9.03,18.54,1,0,0,6,5,1,0,2,7,6,2
37725,37795,4.55,5.83,4.58,0,0,0,6,0,1,0,5,11,7,1
37726,37796,7.27,5.34,13.93,1,0,0,6,6,1,0,11,11,12,0
37727,37797,8.38,8.34,19.92,1,0,0,2,5,1,0,1,11,1,0
37728,37798,1.63,4.85,1.66,1,0,0,6,6,1,0,5,5,6,3
37729,37799,8.86,8.23,14.62,0,0,1,2,0,1,0,11,10,6,2
37730,37800,6.54,11.64,6.75,1,0,0,2,6,1,0,1,10,6,2
37731,37801,7.28,6.07,10.11,0,0,0,2,5,1,4,5,10,11,2
37732,37802,9.11,4.91,18.26,0,0,1,2,6,1,0,0,0,11,0
37733,37803,7.37,15.9,8.21,1,0,0,6,6,1,0,5,10,6,2
37734,37804,5.77,6.49,6.6,1,1,0,5,1,1,0,1,0,6,2
37735,37805,2.54,5.44,3.94,0,0,0,5,0,1,2,5,7,6,2
37736,37806,10.66,10.79,28.81,1,0,0,6,0,1,0,5,10,11,2
37737,37807,3.45,5.99,6.86,1,0,1,6,5,0,0,8,3,6,2
37738,37808,3.47,4.61,6.59,0,0,0,6,0,1,1,6,6,1,0
37739,37809,8.92,6.42,16.21,0,1,1,6,4,5,0,5,5,6,0
37740,37810,7.59,9.59,24.45,0,1,0,6,4,1,0,2,3,11,0
37741,37811,2.14,5.48,2.21,1,0,0,0,0,1,0,5,3,6,0
37742,37812,0.81,3.14,1.69,1,0,0,6,0,1,0,10,10,6,0
37743,37813,2.02,7.38,3.05,1,0,0,2,4,1,1,5,5,12,2
37744,37814,8.03,10.48,13.17,1,0,1,2,5,5,0,8,10,11,0
37745,37815,7.94,11.55,31.03,1,0,0,6,4,1,0,5,10,6,0
37746,37816,11.76,9.8,29.47,1,0,0,6,0,1,0,5,10,11,0
37747,37817,8.9,10.52,22.04,1,1,0,6,6,1,0,2,9,6,0
37748,37818,2.01,5.18,1.91,1,0,0,0,0,1,0,2,3,6,0
37749,37819,2.81,6.54,3.03,0,0,0,0,0,1,0,5,4,11,2
37750,37820,4.53,0.0,0.0,1,0,1,3,3,1,0,8,2,2,2
37751,37821,8.11,10.58,11.34,1,0,0,2,6,1,2,10,10,11,2
37752,37822,5.55,8.13,8.6,1,0,0,6,2,1,1,6,3,12,0
37753,37823,24.25,5.12,38.13,1,0,0,6,4,1,0,6,11,6,0
37754,37824,1.74,3.38,2.52,1,0,0,2,0,1,1,3,7,11,2
37755,37825,3.91,2.38,4.45,1,0,1,2,4,1,0,11,5,6,2
37756,37826,3.94,0.0,0.0,1,0,1,3,3,1,0,11,2,2,2
37757,37827,9.15,5.31,23.05,0,1,0,5,1,1,0,10,10,11,2
37758,37828,12.32,10.66,12.57,1,0,1,2,2,2,0,5,10,11,0
37759,37829,7.81,7.12,20.33,0,0,0,6,5,1,1,2,3,10,3
37760,37830,2.95,3.66,6.27,1,0,0,6,0,1,4,6,6,7,0
37761,37831,3.91,5.81,6.8,1,0,0,6,0,1,1,6,11,7,2
37762,37832,3.83,6.04,6.97,1,0,1,0,5,0,1,8,5,6,2
37763,37833,8.28,6.48,22.14,0,0,1,2,6,0,0,5,10,6,3
37764,37834,1.1,2.74,1.53,0,0,0,0,2,1,0,10,3,11,1
37765,37835,6.01,5.17,11.2,0,0,0,0,5,1,0,3,3,3,2
37766,37836,18.84,7.57,25.32,1,1,0,6,1,1,0,10,5,11,0
37767,37837,10.76,5.22,18.78,0,0,1,2,6,1,0,0,0,11,0
37768,37838,18.86,7.45,29.35,1,1,0,5,1,1,0,10,5,11,0
37769,37839,3.33,6.83,7.07,0,0,0,5,3,1,0,5,2,7,0
37770,37840,3.9,5.78,6.08,1,0,0,6,0,1,1,11,11,7,2
37771,37841,4.02,4.82,6.92,0,0,0,2,5,1,0,2,3,11,2
37772,37842,2.05,3.28,5.43,1,0,0,2,1,1,2,6,6,12,0
37773,37843,13.59,11.44,32.94,1,0,0,6,0,1,0,5,10,11,0
37774,37844,4.12,5.15,30.2,1,0,1,3,3,1,5,10,2,11,0
37775,37845,0.68,4.75,0.99,1,0,0,6,1,1,1,6,6,12,2
37776,37846,16.9,17.1,35.42,0,0,0,4,4,1,0,6,5,11,2
37777,37847,2.61,3.09,6.21,1,0,0,6,1,1,4,6,11,12,0
37778,37848,5.63,3.24,12.41,1,0,0,6,2,1,0,10,8,12,0
37779,37849,3.38,7.71,8.17,1,0,1,6,6,7,0,11,11,12,1
37780,37850,8.96,4.89,15.19,1,1,0,5,1,1,0,8,10,6,0
37781,37851,0.99,5.39,2.72,1,0,0,0,1,1,4,5,5,6,2
37782,37852,3.24,5.31,6.4,0,0,0,6,4,1,0,5,4,11,2
37783,37853,11.68,9.5,30.63,1,1,0,6,4,1,0,5,6,1,2
37784,37854,11.15,10.75,15.69,1,0,1,2,2,2,0,2,10,11,2
37785,37855,13.98,9.91,17.22,0,1,1,6,2,1,1,5,10,11,2
37786,37856,8.99,4.13,11.56,1,1,1,5,1,1,0,6,6,11,2
37787,37857,9.53,18.83,11.48,0,0,1,4,2,0,1,10,4,11,3
37788,37858,2.69,3.58,2.56,1,0,0,6,0,1,1,10,10,11,2
37789,37859,9.37,9.92,10.01,1,0,0,2,6,1,0,5,10,11,2
37790,37860,14.58,7.66,22.17,0,0,0,6,0,1,0,5,4,11,3
37791,37861,3.96,3.29,8.56,0,0,0,6,0,1,0,11,11,11,2
37792,37862,10.1,22.88,12.77,0,0,1,4,2,0,1,10,7,11,2
37793,37863,5.26,5.54,13.75,1,0,0,6,5,1,0,11,11,12,0
37794,37864,15.63,6.08,30.5,1,0,0,5,1,1,0,5,11,4,0
37795,37865,12.75,11.26,19.65,1,0,1,6,0,6,0,11,11,7,3
37796,37866,5.54,5.94,13.29,0,0,0,5,3,1,0,11,2,12,0
37797,37867,0.95,5.74,0.87,0,1,0,1,0,1,0,1,7,6,2
37798,37868,0.81,4.4,1.02,1,0,0,6,0,1,0,5,7,4,0
37799,37869,5.89,11.22,11.94,0,0,0,1,2,1,0,5,10,6,2
37800,37870,6.73,11.0,12.44,1,0,1,6,0,1,0,11,5,6,2
37801,37871,17.37,18.1,18.27,1,0,1,6,2,2,0,6,10,11,2
37802,37872,2.49,5.56,2.39,1,0,0,6,0,1,0,5,7,11,0
37803,37873,9.04,7.98,22.01,0,0,0,2,6,1,0,7,10,11,0
37804,37874,4.25,5.39,11.76,0,0,0,6,4,1,0,5,11,6,0
37805,37875,2.72,8.9,2.46,1,0,0,0,0,1,1,3,4,3,0
37806,37876,2.61,2.76,5.15,1,0,0,6,1,1,2,6,11,12,0
37807,37877,9.35,7.89,25.07,0,0,1,2,1,0,0,5,10,6,3
37808,37878,8.03,7.82,13.89,1,0,1,6,2,5,0,5,10,11,2
37809,37879,2.69,2.93,13.19,1,0,0,3,3,1,0,3,2,3,2
37810,37880,8.16,12.51,17.01,1,0,0,4,0,1,0,10,7,11,0
37811,37881,9.92,5.96,15.01,1,1,0,2,1,1,0,5,5,6,2
37812,37882,4.02,5.94,4.42,1,0,0,0,6,1,0,5,3,11,2
37813,37883,7.33,6.85,10.15,0,0,0,6,6,1,3,5,10,6,3
37814,37884,2.6,7.86,2.34,1,0,0,6,0,1,0,5,10,11,0
37815,37885,3.73,5.45,5.56,1,0,0,5,0,1,3,9,3,10,0
37816,37886,8.66,9.53,11.35,1,0,0,2,6,1,2,5,10,11,0
37817,37887,5.42,5.68,9.06,1,1,0,6,1,1,0,1,10,6,0
37818,37888,4.28,9.8,8.15,1,0,1,0,6,7,0,11,8,12,0
37819,37889,6.58,7.82,14.05,1,0,1,6,2,5,0,5,10,11,2
37820,37890,13.54,10.97,16.48,1,0,1,6,2,0,0,2,10,11,0
37821,37891,2.38,2.77,4.85,1,0,0,6,0,1,2,6,11,7,0
37822,37892,10.27,7.52,10.57,0,0,0,6,2,1,0,5,10,11,2
37823,37893,2.08,2.93,5.29,1,0,0,6,1,1,2,6,11,12,0
37824,37894,3.81,4.68,3.41,1,0,0,2,6,1,0,0,10,6,0
37825,37895,4.84,3.45,6.29,1,0,0,5,1,1,2,6,6,7,0
37826,37896,2.94,8.92,2.5,1,0,0,0,0,1,1,3,5,6,2
37827,37897,1.91,5.16,2.71,1,0,0,6,2,1,1,5,5,6,0
37828,37898,2.12,7.92,3.5,1,0,0,2,5,1,1,5,11,12,2
37829,37899,0.97,4.99,1.49,0,0,0,1,0,1,3,5,3,3,2
37830,37900,9.23,11.25,14.44,1,0,0,6,0,1,0,5,5,6,0
37831,37901,4.41,5.83,7.36,1,0,0,6,0,1,1,11,11,7,0
37832,37902,3.67,6.38,6.32,1,0,0,5,0,1,0,9,9,10,0
37833,37903,6.37,5.73,8.09,1,0,0,6,5,1,0,5,5,6,3
37834,37904,4.5,10.9,6.46,1,0,1,0,0,1,1,5,4,11,3
37835,37905,3.96,3.59,5.77,0,0,0,6,1,1,4,10,10,11,3
37836,37906,7.59,11.84,12.23,1,0,1,0,2,3,0,10,10,11,2
37837,37907,16.5,5.13,29.23,1,1,0,5,1,1,1,8,10,3,0
37838,37908,3.89,0.0,0.0,1,0,0,3,5,1,0,10,10,2,2
37839,37909,2.31,0.0,0.0,1,0,0,3,3,1,0,2,2,2,1
37840,37910,8.71,11.01,15.56,1,0,1,6,5,5,0,8,10,11,0
37841,37911,8.32,8.66,19.57,1,1,0,6,6,1,0,9,5,3,0
37842,37912,9.04,4.67,18.2,0,0,1,2,2,1,0,0,0,11,0
37843,37913,11.6,8.32,18.95,1,0,0,6,5,1,0,5,11,6,2
37844,37914,1.19,4.68,1.66,1,0,0,0,0,1,2,5,5,6,2
37845,37915,22.34,5.51,32.47,1,0,0,6,4,1,0,3,11,6,3
37846,37916,6.41,5.53,7.33,1,1,0,5,1,1,0,1,10,1,2
37847,37917,8.93,5.97,24.3,0,0,1,2,5,0,0,11,10,6,3
37848,37918,6.65,7.1,6.74,0,0,1,6,6,6,0,5,5,6,1
37849,37919,5.6,6.82,13.5,0,1,0,6,4,1,0,5,11,12,0
37850,37920,6.59,9.66,23.53,0,1,0,6,4,1,0,2,3,11,2
37851,37921,9.79,9.17,29.65,1,0,0,6,0,1,0,5,10,11,0
37852,37922,7.52,4.84,16.89,0,1,0,5,1,1,0,10,6,11,2
37853,37923,2.01,6.38,3.72,0,0,0,2,1,1,2,5,7,6,2
37854,37924,2.07,7.13,2.93,1,0,0,1,2,1,1,5,11,12,2
37855,37925,5.21,5.61,5.48,0,0,0,6,0,1,0,5,11,7,3
37856,37926,9.76,13.84,24.88,1,0,1,6,0,6,0,6,11,7,3
37857,37927,9.12,7.35,10.16,0,0,0,6,2,1,0,5,7,6,3
37858,37928,1.62,2.55,2.63,1,0,0,6,1,1,0,5,5,6,0
37859,37929,3.85,6.29,6.43,0,0,0,2,5,1,0,5,4,11,2
37860,37930,6.6,5.92,14.31,0,0,0,6,0,1,0,11,10,11,3
37861,37931,3.66,5.0,5.97,1,1,0,5,1,1,0,5,10,6,0
37862,37932,6.56,4.35,12.69,1,1,0,5,1,1,0,8,3,9,2
37863,37933,12.81,7.66,19.99,0,0,0,6,6,1,0,9,5,8,0
37864,37934,8.98,6.09,13.03,1,1,1,5,1,1,0,8,6,11,2
37865,37935,3.07,4.43,5.11,0,0,0,2,0,1,0,6,10,7,1
37866,37936,2.68,8.54,2.32,1,0,0,0,0,1,1,3,4,6,2
37867,37937,4.14,4.47,6.97,1,0,1,6,0,7,0,5,5,7,3
37868,37938,12.71,5.86,23.49,0,1,0,5,1,1,0,10,7,11,2
37869,37939,6.98,5.13,13.59,1,0,0,2,6,1,0,5,11,12,0
37870,37940,3.7,7.28,5.62,1,0,1,0,2,7,0,11,4,12,2
37871,37941,11.14,5.99,22.64,0,0,0,5,1,1,0,2,10,11,0
37872,37942,11.08,4.88,26.23,1,1,0,5,1,1,0,5,5,9,0
37873,37943,13.42,14.92,73.05,0,0,0,6,4,1,0,5,11,6,0
37874,37944,3.29,7.87,6.52,1,0,1,0,1,7,0,11,11,12,1
37875,37945,3.31,3.34,5.86,0,0,0,2,1,1,1,10,10,11,3
37876,37946,7.1,5.61,13.76,1,0,0,2,5,1,0,9,11,10,0
37877,37947,1.7,3.79,3.54,1,0,0,1,0,1,0,10,5,10,0
37878,37948,5.02,5.54,13.32,1,0,0,2,5,1,0,11,11,12,0
37879,37949,4.85,5.82,7.91,0,0,0,2,1,1,0,5,6,7,0
37880,37950,1.29,4.31,1.47,1,0,0,0,0,1,2,5,5,6,0
37881,37951,7.98,7.18,17.57,0,0,0,6,6,1,0,1,10,11,0
37882,37952,1.5,2.05,2.59,1,0,0,6,1,1,2,5,5,6,2
37883,37953,3.91,0.0,0.0,1,0,1,3,3,1,0,6,2,2,2
37884,37954,5.36,7.28,43.7,0,0,0,3,3,1,0,5,2,6,3
37885,37955,2.79,2.98,6.26,1,1,0,2,1,1,0,6,5,6,2
37886,37956,1.83,7.12,3.42,1,0,0,0,5,1,4,10,5,6,1
37887,37957,18.53,6.65,30.25,1,1,0,5,1,1,0,10,10,11,3
37888,37958,6.11,6.08,15.58,1,0,0,2,5,1,0,11,11,12,0
37889,37959,5.12,5.05,6.6,1,0,0,6,5,1,0,5,5,6,3
37890,37960,5.81,5.44,10.23,1,0,0,2,1,1,3,5,10,6,3
37891,37961,8.94,6.71,17.27,0,1,1,6,4,5,0,5,5,6,0
37892,37962,9.69,12.43,18.3,1,0,0,6,0,1,2,5,5,6,0
37893,37963,6.57,4.93,9.77,0,0,0,6,2,1,0,5,10,6,0
37894,37964,17.18,4.34,40.47,1,0,0,2,4,1,0,6,11,6,3
37895,37965,5.38,5.85,11.73,0,0,1,6,2,2,0,10,10,11,0
37896,37966,3.34,8.76,4.05,1,0,0,2,6,1,0,5,7,6,0
37897,37967,1.93,6.13,2.5,1,0,1,4,0,0,4,5,5,12,1
37898,37968,11.95,7.01,16.61,0,1,1,4,2,3,4,10,5,11,2
37899,37969,9.81,7.86,10.51,0,0,0,6,2,1,0,5,10,11,0
37900,37970,1.99,7.23,2.98,1,0,0,2,5,1,1,5,5,12,2
37901,37971,11.17,4.9,20.4,0,0,1,2,2,1,0,0,0,11,0
37902,37972,7.45,6.83,14.15,0,1,0,6,4,1,0,11,11,12,2
37903,37973,8.63,6.24,13.06,0,1,0,6,4,1,0,1,8,12,2
37904,37974,10.58,9.3,18.0,0,1,1,4,2,3,3,5,7,11,0
37905,37975,0.88,3.19,1.41,1,0,0,6,0,1,0,10,10,6,0
37906,37976,6.93,8.02,15.84,1,1,1,6,1,3,0,10,10,11,0
37907,37977,10.44,4.73,16.77,0,0,0,2,0,1,0,9,10,11,0
37908,37978,12.9,4.84,16.27,0,0,0,6,0,1,0,5,11,11,0
37909,37979,4.26,3.8,5.89,1,0,1,2,4,1,0,11,5,6,2
37910,37980,14.87,7.84,24.21,0,0,0,6,1,1,0,5,10,11,3
37911,37981,6.67,3.72,10.04,0,0,0,5,1,1,0,10,7,11,0
37912,37982,2.38,6.35,2.41,1,0,0,6,0,1,0,1,7,11,2
37913,37983,6.5,5.28,7.54,0,0,0,5,1,1,2,5,10,11,0
37914,37984,11.48,8.28,23.18,0,0,0,6,6,1,0,11,10,11,2
37915,37985,10.4,5.07,20.61,0,0,1,2,6,1,0,0,0,11,0
37916,37986,3.71,4.56,5.67,1,0,1,6,0,7,0,5,5,6,3
37917,37987,7.95,8.33,21.17,0,0,0,5,5,1,0,2,0,0,3
37918,37988,0.75,3.49,0.71,1,0,0,6,0,1,0,11,11,12,0
37919,37989,11.97,6.04,17.84,0,1,0,5,1,1,0,7,6,11,2
37920,37990,1.85,4.97,1.62,0,0,0,1,0,1,0,5,3,3,2
37921,37991,9.71,7.04,18.12,1,0,0,2,5,1,0,11,11,10,0
37922,37992,8.43,5.12,12.97,0,0,1,6,2,0,4,10,5,11,2
37923,37993,8.33,5.35,12.09,0,1,0,6,4,1,0,5,11,12,0
37924,37994,7.79,4.52,12.07,1,1,0,5,1,1,0,5,10,3,0
37925,37995,4.74,7.23,7.89,1,0,0,6,2,1,4,1,11,12,2
37926,37996,5.8,5.93,10.63,1,0,0,2,1,1,0,5,11,6,3
37927,37997,3.1,5.95,3.51,1,0,1,6,0,6,1,5,10,12,2
37928,37998,7.16,4.93,22.62,0,0,0,6,5,1,0,10,10,11,1
37929,37999,5.11,5.13,37.59,0,0,0,5,3,1,0,5,2,6,3
37930,38000,6.53,11.02,24.19,0,1,0,6,4,1,0,5,3,11,2
37931,38001,3.53,5.0,3.58,1,0,1,2,2,0,0,10,10,11,2
37932,38002,2.04,5.89,4.28,0,0,0,6,6,1,0,0,9,11,3
37933,38003,1.67,4.61,1.58,1,0,0,0,0,1,0,5,5,6,2
37934,38004,8.26,8.84,10.26,1,0,1,6,0,1,0,11,11,6,2
37935,38005,12.27,14.98,67.29,0,0,0,4,4,1,0,5,11,6,2
37936,38006,16.22,5.52,30.53,1,0,0,5,1,1,0,5,11,4,0
37937,38007,3.17,3.85,2.73,1,0,0,2,5,1,1,10,7,6,0
37938,38008,14.53,9.41,16.59,0,1,1,4,2,3,4,5,3,11,0
37939,38009,8.26,7.19,21.04,0,0,0,2,5,1,1,2,7,10,3
37940,38010,7.52,5.72,12.75,0,0,0,6,0,1,1,2,10,11,2
37941,38011,8.88,11.27,18.26,1,0,1,6,5,2,0,8,10,11,0
37942,38012,15.88,11.72,18.93,0,1,1,4,2,6,4,5,5,11,0
37943,38013,2.95,4.81,6.66,0,1,0,2,1,1,0,5,7,6,2
37944,38014,1.45,4.72,1.45,0,0,0,1,0,1,0,5,10,3,2
37945,38015,4.03,5.49,9.55,1,0,1,6,5,7,0,5,7,11,2
37946,38016,6.46,6.05,9.52,1,0,0,2,1,1,0,2,10,6,0
